0.0,2642
0.01,0
0.02,0
0.03,3896
0.04,4708
0.05,14238
0.06,10545
0.07,11997
0.08,6337
0.09,12102
0.1,14449
0.11,14981
0.12,6927
0.13,13771
0.14,11106
0.15,683
0.16,10814
0.17,12337
0.18,8557
0.19,9534
0.2,18201
0.21,19655
0.22,19858
0.23,5417
0.24,10125
0.25,9964
0.26,1795
0.27,20575
0.28,8007
0.29,3197
0.3,18258
0.31,6078
0.32,13128
0.33,9473
0.34,9530
0.35,1561
0.36,9530
0.37,4708
0.38,1696
0.39,14340
0.4,14430
0.41,14175
0.42,3197
0.43,3228
0.44,6189
0.45,11108
0.46,5066
0.47,14450
0.48,11147
0.49,9259
0.5,12727
0.51,14701
0.52,10912
0.53,3201
0.54,3490
0.55,8833
0.56,8484
0.57,9575
0.58,4863
0.59,11098
0.6,17938
0.61,3140
0.62,15863
0.63,9587
0.64,6337
0.65,3044
0.66,528
0.67,4803
0.68,842
0.69,376
0.7,15867
0.71,9530
0.72,9530
0.73,9575
0.74,4822
0.75,6337
0.76,12772
0.77,0
0.78,9651
0.79,19820
0.8,12405
0.81,1650
0.82,0
0.83,4085
0.84,0
0.85,4765
0.86,14588
0.87,4822
0.88,9845
0.89,461
0.9,10544
0.91,17593
0.92,23122
0.93,16498
0.94,765
0.95,6839
0.96,1007
0.97,0
0.98,45
0.99,3295
1.0,3253
1.01,3724
1.02,154
1.03,0
1.04,0
1.05,0
1.06,0
1.07,0
1.08,0
1.09,0
1.1,0
1.11,0
1.12,0
1.13,0
1.14,0
1.15,0
1.16,0
1.17,0
1.18,0
1.19,0
1.2,0
1.21,0
1.22,0
1.23,0
1.24,0
1.25,0
1.26,0
1.27,0
1.28,0
1.29,0
1.3,0
1.31,0
1.32,0
1.33,0
1.34,0
1.35,0
1.36,0
1.37,0
1.38,0
1.39,0
1.4,0
1.41,0
1.42,0
1.43,0
1.44,0
1.45,0
1.46,0
1.47,0
1.48,0
1.49,0
1.5,0
1.51,0
1.52,0
1.53,0
1.54,0
1.55,0
1.56,0
1.57,0
1.58,0
1.59,0
1.6,0
1.61,0
1.62,0
1.63,0
1.64,0
1.65,0
1.66,0
1.67,0
1.68,0
1.69,0
1.7,0
1.71,0
1.72,0
1.73,0
1.74,0
1.75,0
1.76,0
1.77,0
1.78,0
1.79,0
1.8,0
1.81,0
1.82,0
1.83,0
1.84,0
1.85,0
1.86,0
1.87,0
1.88,0
1.89,0
1.9,0
1.91,0
1.92,0
1.93,0
1.94,0
1.95,0
1.96,0
1.97,0
1.98,0
1.99,0
2.0,0
2.01,0
2.02,0
2.03,0
2.04,0
2.05,0
2.06,0
2.07,0
2.08,0
2.09,0
2.1,0
2.11,0
2.12,0
2.13,0
2.14,0
2.15,0
2.16,0
2.17,0
2.18,0
2.19,0
2.2,0
2.21,0
2.22,0
2.23,0
2.24,0
2.25,0
2.26,0
2.27,0
2.28,0
2.29,0
2.3,0
2.31,0
2.32,0
2.33,0
2.34,0
2.35,0
2.36,0
2.37,0
2.38,0
2.39,0
2.4,0
2.41,0
2.42,0
2.43,0
2.44,0
2.45,0
2.46,0
2.47,0
2.48,0
2.49,0
2.5,0
2.51,0
2.52,0
2.53,0
2.54,0
2.55,0
2.56,0
2.57,0
2.58,0
2.59,0
2.6,0
2.61,0
2.62,0
2.63,0
2.64,0
2.65,0
2.66,0
2.67,0
2.68,0
2.69,0
2.7,0
2.71,0
2.72,0
2.73,0
2.74,0
2.75,0
2.76,0
2.77,0
2.78,0
2.79,0
2.8,0
2.81,0
